processed_reviews,sentiment
"['husband', 'used', 'british', 'airway', 'fly', 'london', 'paris', 'past', 'august', 'arrived', 'airport', 'needed', 'pay', 'bag', 'charged', 'time', 'one', 'bag', 'assured', 'charge', 'didnt', 'go', 'trying', 'get', 'refund', 'ba', 'since', 'give', 'phone', 'number', 'call', 'claim', 'never', 'answer', 'phone', 'claim', 'online', 'never', 'respond', 'email', 'sent', 'bank', 'statement', 'credit', 'card', 'statement', 'showing', 'charged', 'time', 'one', 'bag', 'month', 'later', 'finally', 'respond', 'claim', 'claiming', 'two', 'bag', 'despite', 'fact', 'sent', 'documentation', 'showing', 'charge', 'confirmed', 'bank', 'credit', 'card', 'charge', 'gone', 'saw', 'two', 'charge', 'since', 'two', 'bag', 'didnt', 'owe', 'money', 'force', 'communicate', 'via', 'email', 'dont', 'respond', 'owe', 'usd', 'refuse', 'give', 'money', 'point']",positive
"['new', 'york', 'london', 'last', 'flight', 'pm', 'clearly', 'cheaper', 'version', 'respect', 'boeing', 'certainly', 'showed', 'age', 'ife', 'screen', 'tiny', 'seat', 'well', 'used', 'flight', 'time', 'quick', 'hour', 'thats', 'fa', 'highly', 'professional', 'point', 'unfriendly', 'f', 'b', 'standard', 'taken', 'eaten', 'something', 'earlier', 'im', 'one', 'world', 'emerald', 'cabin', 'manager', 'greet', 'small', 'touch', 'grand', 'scheme', 'thing', 'mean', 'little', 'acknowledgement', 'spend', 'time', 'money', 'carrier', 'usually', 'followed', 'drink', 'two']",positive
"['austin', 'london', 'along', 'purchase', 'price', 'two', 'roundtrip', 'ticket', 'wife', 'daughter', 'ba', 'charged', 'additional', 'seat', 'reservation', 'ensure', 'sat', 'together', 'went', 'check', 'seat', 'reservation', 'direction', 'given', 'away', 'family', 'sit', 'different', 'seat', 'back', 'home', 'applied', 'refund', 'seat', 'fee', 'told', 'proof', 'paid', 'credit', 'card', 'charge', 'email', 'confirmation', 'clearly', 'stating', 'charge', 'made', 'process', 'upload', 'document', 'ba']",positive
"['frankfurt', 'london', 'british', 'airway', 'awful', 'airline', 'put', 'wife', 'opposite', 'end', 'plane', 'even', 'though', 'booked', 'together', 'gave', 'middle', 'seat', 'even', 'though', 'many', 'others', 'free', 'childish', 'airline', 'charge', 'premium', 'go', 'make', 'journey', 'difficult', 'dont', 'book', 'biz', 'class', 'avoid']",negative
"['london', 'glasgow', 'british', 'airway', 'flight', 'delayed', 'like', 'one', 'delayed', 'every', 'week', 'like', 'bad', 'joke', 'really', 'poor', 'yet', 'expensive', 'airline', 'wouldnt', 'recommend', 'traveller']",negative
"['london', 'san', 'francisco', 'flight', 'delight', 'friendly', 'relaxed', 'crew', 'good', 'food', 'wine', 'main', 'deck', 'club', 'world', 'cabin', 'nearly', 'empty', 'manage', 'expectation', 'ba', 'club', 'world', 'everything', 'go', 'shouldnt', 'disappointed', 'yes', 'rollout', 'new', 'club', 'world', 'suite', 'long', 'time', 'coming', 'however', 'food', 'service', 'improved', 'considerably', 'ba', 'trying', 'valiantly', 'regain', 'long', 'gone', 'moniker', 'world', 'favourite', 'airline', 'seen', 'better', 'day', 'however', 'given', 'theyre', 'removed', 'airline', 'passenger', 'service', 'take', 'opportunity', 'fly', 'one', 'theyre', 'gone', 'im', 'gradually', 'regaining', 'confidence', 'ba']",positive
"['heathrow', 'belfast', 'great', 'service', 'belfast', 'absolutely', 'shocking', 'heathrow', 'rude', 'check', 'staff', 'told', 'print', 'boarding', 'pass', 'also', 'suitcase', 'totally', 'disgusted', 'cabin', 'crew', 'lovely', 'flight', 'belfast', 'th', 'december']",negative
"['london', 'singapore', 'apprehensive', 'flying', 'ba', 'club', 'world', 'reading', 'many', 'negative', 'review', 'however', 'surprised', 'firstly', 'part', 'sq', 'qr', 'fair', 'found', 'one', 'reasonably', 'priced', 'offering', 'get', 'pay', 'seat', 'old', 'perfectly', 'comfortable', 'plenty', 'space', 'window', 'seat', 'best', 'privacy', 'tall', 'issue', 'sleeping', 'fact', 'slept', 'almost', 'hour', 'service', 'food', 'london', 'top', 'notch', 'fresh', 'plentiful', 'welcome', 'contrast', 'tiny', 'meal', 'receive', 'qantas', 'service', 'consistent', 'polite', 'attentive', 'drink', 'water', 'continually', 'topped', 'truly', 'impressed', 'return', 'flight', 'service', 'average', 'quite', 'sloppy', 'let', 'focus', 'positive']",positive
"['toulouse', 'london', 'im', 'able', 'bodied', 'fit', 'ba', 'customer', 'silver', 'member', 'seated', 'emergency', 'exit', 'seat', 'id', 'put', 'away', 'item', 'fastened', 'seatbelt', 'full', 'compliance', 'regultions', 'cabin', 'crew', 'member', 'came', 'row', 'point', 'security', 'exit', 'safety', 'card', 'listening', 'responding', 'despite', 'ordered', 'take', 'cabin', 'pressure', 'equalizer', 'called', 'earplug', 'explained', 'needed', 'keep', 'protect', 'ear', 'door', 'already', 'closed', 'suffer', 'ear', 'problem', 'fly', 'told', 'could', 'hear', 'perfectly', 'demonstrated', 'vocal', 'exchange', 'despite', 'kept', 'talking', 'threatened', 'remove', 'seat', 'fail', 'follow', 'order', 'begrudgingly', 'took', 'ordered', 'removed', 'seat', 'pointed', 'already', 'asked', 'speak', 'purser', 'came', 'see', 'take', 'told', 'cabin', 'crew', 'member', 'unnecessarily', 'rude', 'needed', 'customer', 'care', 'training', 'indeed', 'look', 'new', 'job', 'wrote', 'british', 'airway', 'complaint', 'even', 'bothered', 'respond', 'awful', 'rude', 'airline']",negative
"['london', 'heathrow', 'stockholm', 'business', 'class', 'shorthaul', 'seat', 'economy', 'one', 'sitting', 'middle', 'seat', 'get', 'served', 'drink', 'food', 'proper', 'gin', 'gt', 'good', 'food']",positive
"['johannesburg', 'london', 'limited', 'recline', 'seat', 'hour', 'overnight', 'flight', 'checked', 'asked', 'told', 'good', 'seat', 'completed', 'complaint', 'asked', 'ba', 'thought', 'ok', 'come', 'representative', 'allowed', 'lie', 'never', 'flying', 'ba']",positive
"['johannesburg', 'london', 'recently', 'refurbished', 'first', 'club', 'world', 'lounge', 'jnb', 'failed', 'resolve', 'congestion', 'passenger', 'two', 'evening', 'flight', 'lhr', 'descend', 'there', 'table', 'space', 'eating', 'food', 'improved', 'poor', 'acoustic', 'mean', 'intrusion', 'privacy', 'cry', 'baby', 'facetime', 'call', 'add', 'restless', 'maelstrom', 'human', 'activity', 'boarding', 'reasonably', 'quick', 'although', 'usual', 'confusion', 'group', 'queue', 'predominantly', 'young', 'mixed', 'fleet', 'crew', 'competent', 'lacked', 'finesse', 'kept', 'getting', 'drink', 'order', 'muddled', 'meal', 'service', 'took', 'age', 'unidentified', 'problem', 'heating', 'main', 'course', 'food', 'wasnt', 'bad', 'finally', 'served', 'cabin', 'temperature', 'wasnt', 'hot', 'slept', 'quite', 'well', 'arrival', 'ten', 'minute', 'ahead', 'schedule', 'baggage', 'collection', 'quick', 'overall', 'good', 'flight', 'despite', 'aged', 'club', 'world', 'product']",negative
"['london', 'heathrow', 'miami', 'flying', 'boeing', 'unfortunately', 'ba', 'hasnt', 'done', 'much', 'work', 'first', 'class', 'aircraft', 'seat', 'flat', 'bed', 'wedge', 'front', 'even', 'make', 'bed', 'small', 'since', 'narrow', 'foot', 'get', 'clamped', 'sleep', 'side', 'seat', 'business', 'class', 'example', 'qatar', 'airway', 'still', 'think', 'first', 'class', 'ticket', 'include', 'wifi', 'always', 'service', 'excel', 'crew', 'friendly', 'helpful', 'meal', 'impeccable']",positive
"['stockholm', 'london', 'heathrow', 'always', 'ba', 'work', 'excellent', 'service', 'ground', 'air', 'still', 'good', 'gin', 'aboard', 'decent', 'gt', 'even', 'meal', 'business', 'look', 'like', 'came', 'economy', 'taste', 'great']",positive
"['london', 'sydney', 'via', 'singapore', 'flight', 'left', 'time', 'cabin', 'crew', 'fantastic', 'meal', 'great', 'leaving', 'london', 'chicken', 'stir', 'fry', 'landing', 'singapore', 'served', 'english', 'breakfast', 'eat', 'time', 'day', 'wife', 'thought', 'bit', 'odd', 'singapore', 'passenger', 'disembark', 'aircraft', 'refuelled', 'clean', 'reboarding', 'go', 'security', 'check', 'gate', 'ground', 'singapore', 'hour', 'min', 'nd', 'leg', 'sydney', 'great', 'also', 'food', 'drink', 'service', 'great', 'hour', 'long', 'haul', 'flight', 'comfortable', 'exit', 'row', 'seating', 'entire', 'flight', 'recommend', 'anyone', 'ft', 'tall']",positive
"['london', 'new', 'york', 'jfk', 'booked', 'brussels', 'airline', 'two', 'u', 'cancelled', 'flight', 'rerouted', 'u', 'ba', 'flight', 'bru', 'london', 'fine', 'transatlantic', 'leg', 'heathrow', 'airport', 'terminal', 'utter', 'nightmare', 'never', 'go', 'heathrow', 'however', 'review', 'ba', 'jfk', 'aircraft', 'sorry', 'state', 'junked', 'year', 'ago', 'ba', 'gall', 'call', 'service', 'business', 'class', 'seat', 'tiny', 'wrapped', 'plastic', 'chicken', 'coop', 'partition', 'rattled', 'even', 'fell', 'several', 'occasion', 'let', 'add', 'faced', 'backwards', 'looked', 'filthy', 'wall', 'cabin', 'service', 'friendly', 'food', 'actually', 'quite', 'decent', 'aside', 'understand', 'ba', 'horrendous', 'welldeserved', 'reputation', 'never']",negative
"['first', 'thing', 'shortage', 'staff', 'business', 'cabin', 'quite', 'large', 'eight', 'across', 'seem', 'serviced', 'one', 'two', 'people', 'side', 'meant', 'drink', 'takeoff', 'appear', 'hour', 'order', 'taken', 'unfortunately', 'although', 'pleasant', 'staff', 'mark', 'appeared', 'undertrained', 'asked', 'young', 'man', 'turn', 'reading', 'light', 'claimed', 'werent', 'showed', 'one', 'seat', 'fiddling', 'said', 'must', 'broken', 'end', 'flight', 'discovered', 'switch', 'despite', 'newly', 'configured', 'plane', 'dividing', 'screen', 'kept', 'dropping', 'ask', 'cup', 'tea', 'time', 'choice', 'two', 'red', 'two', 'white', 'wine', 'considering', 'number', 'people', 'business', 'section', 'understand', 'would', 'offer', 'third', 'port', 'menu', 'never', 'offered', 'cheese', 'every', 'time', 'next', 'course', 'came', 'setting', 'ready', 'accept', 'due', 'plate', 'glass', 'previous', 'course', 'many', 'people', 'clutter', 'uncleared', 'hour', 'end', 'meal', 'course', 'quite', 'small', 'portion', 'end', 'meal', 'ready', 'mini', 'snack', 'big', 'eater', 'peckish', 'layout', 'business', 'cabin', 'cramped', 'could', 'stretch', 'seat', 'legroom', 'extremely', 'narrow', 'people', 'centre', 'two', 'row', 'window', 'seat', 'climb', 'passenger', 'mean', 'one', 'easy', 'seat', 'either', 'climb', 'climbed', 'wonder', 'expect', 'bad', 'design', 'accepted', 'business', 'market', 'travel', 'many', 'airline', 'business', 'ba', 'still', 'bottom', 'pile', 'reluctantly', 'last', 'one', 'would', 'use', 'centre', 'window', 'seat', 'food', 'drink', 'served', 'effectively', 'service', 'hatch', 'across', 'customer', 'unfortunately', 'upon', 'arrival', 'bridgetown', 'ba', 'team', 'didnt', 'get', 'better', 'one', 'hour', 'minute', 'waiting', 'fast', 'tracked', 'luggage', 'approached', 'guy', 'wearing', 'ba', 'tabard', 'shrugged', 'shoulder', 'found', 'another', 'guy', 'worked', 'ground', 'staff', 'went', 'outside', 'found', 'case', 'sitting', 'tarmac', 'nothing']",positive
"['brussels', 'bangkok', 'via', 'london', 'club', 'world', 'london', 'bangkok', 'nov', 'seat', 'c', 'boeing', 'seat', 'configuration', 'business', 'cabin', 'give', 'cabin', 'crowded', 'impression', 'seat', 'comfortable', 'flat', 'bed', 'mattress', 'good', 'selection', 'entertainment', 'although', 'rather', 'small', 'screen', 'food', 'menu', 'offer', 'different', 'choice', 'starter', 'main', 'course', 'dessert', 'food', 'disappointing', 'smoked', 'salmon', 'starter', 'british', 'beef', 'main', 'course', 'soup', 'cold', 'mybeef', 'overcooked', 'quantity', 'economy', 'classlike', 'service', 'friendly', 'personal', 'im', 'used', 'adressed', 'name', 'fly', 'business', 'class', 'serving', 'meal', 'forget', 'serving', 'wine', 'amount', 'cabin', 'crew', 'enough', 'crowded', 'business', 'class', 'cabin', 'dinner', 'went', 'sleep', 'seat', 'turned', 'real', 'bed', 'extra', 'mattress', 'good', 'pillow', 'space', 'narrow', 'difficult', 'make', 'bed', 'bed', 'made', 'place', 'put', 'personal', 'stuff', 'real', 'good', 'night', 'sleep', 'though', 'seat', 'aisle', 'step', 'someone', 'leg', 'go', 'toilet', 'toilet', 'small', 'simple', 'cleaned', 'frequently', 'enough', 'woke', 'breakfast', 'service', 'running', 'breakfast', 'good', 'yoghurt', 'pastry', 'fresh', 'fruit', 'full', 'english', 'breakfast', 'overall', 'british', 'airway', 'world', 'club', 'rather', 'standard', 'business', 'class', 'lack', 'personalized', 'attention', 'lack', 'feel', 'good', 'experience', 'ba', 'want', 'compete', 'long', 'way', 'go', 'hope', 'make', 'bit', 'return', 'flight']",positive
"['san', 'francisco', 'oslo', 'via', 'london', 'head', 'support', 'damaged', 'sit', 'hour', 'leaned', 'forward', 'flight', 'san', 'francisco', 'delayed', 'missed', 'connecting', 'flight', 'london', 'oslo', 'came', 'first', 'ba', 'counter', 'received', 'new', 'flight', 'hour', 'minute', 'later', 'rude', 'staff', 'gave', 'voucher', 'gbp']",negative
"['connection', 'flight', 'london', 'berlin', 'traveling', 'hand', 'luggage', 'got', 'automatic', 'boarding', 'gate', 'man', 'gate', 'said', 'need', 'check', 'baggage', 'right', 'grab', 'passport', 'boarding', 'pas', 'flight', 'full', 'check', 'overhead', 'locker', 'arent', 'thing', 'put', 'seat', 'fit', 'hand', 'luggage', 'flight', 'arrived', 'berlin', 'minute', 'late']",positive
"['london', 'johannesburg', 'british', 'airway', 'ba', 'b', 'gate', 'lounge', 'rather', 'civilised', 'place', 'pas', 'time', 'gallery', 'lounge', 'main', 'terminal', 'also', 'tad', 'closer', 'transit', 'via', 'rather', 'useful', 'walkway', 'level', 'c', 'gate', 'depart', 'new', 'boarding', 'group', 'meant', 'snaking', 'queue', 'least', 'group', 'moved', 'fairly', 'speedily', 'club', 'world', 'still', 'much', 'maligned', 'seat', 'small', 'unresponsive', 'ife', 'screen', 'limited', 'selection', 'film', 'dinner', 'service', 'slow', 'unwise', 'introduction', 'individual', 'tray', 'brought', 'seat', 'trolley', 'may', 'lack', 'glamour', 'one', 'get', 'sleep', 'quicker', 'overnight', 'flight', 'breakfast', 'adequate', 'nothing', 'landing', 'exactly', 'time', 'overall', 'reasonable', 'flight', 'inflight', 'service', 'distinctly', 'average']",positive
"['london', 'bangalore', 'flight', 'bangalore', 'london', 'november', 'delayed', 'hour', 'resulted', 'missing', 'connection', 'flight', 'return', 'london', 'bangalore', 'initially', 'delayed', 'hr', 'assigned', 'boarding', 'gate', 'waiting', 'gate', 'min', 'announcement', 'made', 'flight', 'delayed', 'hr', 'min', 'due', 'maintenance']",negative
"['london', 'sydney', 'via', 'singapore', 'would', 'like', 'express', 'thanks', 'appreciation', 'staff', 'bag', 'drop', 'centre', 'heathrow', 'lost', 'passport', 'thursday', 'evening', 'st', 'november', 'spent', 'nearly', 'hour', 'trying', 'locate', 'eventually', 'found', 'min', 'flight', 'due', 'leave', 'big', 'thank', 'would', 'also', 'like', 'thank', 'cabin', 'crew', 'flight', 'basingapore', 'sydney', 'november', 'kind', 'taken', 'ill', 'flight', 'looked', 'well']",positive
"['lisbon', 'london', 'pay', 'extra', 'check', 'bag', 'ensure', 'using', 'share', 'overhead', 'space', 'british', 'airway', 'charge', 'euro', 'check', 'bag', 'final', 'destination', 'insist', 'briefcase', 'put', 'seat', 'cramped', 'aircraft', 'ensure', 'room', 'overhead', 'bin', 'traveler', 'cheap', 'check', 'bag', 'insult', 'never', 'fly', 'ba']",positive
"['ba', 'operate', 'daily', 'shuttle', 'london', 'glasgow', 'busy', 'route', 'im', 'sure', 'make', 'money', 'plus', 'competition', 'however', 'ba', 'flight', 'rarely', 'time', 'fee', 'paying', 'passenger', 'fed', 'story', 'aircraft', 'delayed', 'enroute', 'far', 'flung', 'exotic', 'location', 'several', 'bus', 'train', 'catch', 'reach', 'glasgow', 'punctuality', 'mean', 'lot', 'lot', 'ba', 'hence', 'im', 'disappointed', 'service', 'provide']",negative
"['doha', 'london', 'surprisingly', 'good', 'flight', 'ontime', 'departure', 'early', 'arrival', 'min', 'attentive', 'friendly', 'crew', 'especially', 'towards', 'child', 'food', 'halal', 'since', 'doha', 'clearly', 'announced', 'passenger', 'bag', 'arrival', 'ok', 'seat', 'leg', 'room', 'entertainment', 'beyond', 'expectation']",positive
"['london', 'buenos', 'aire', 'paid', 'extra', 'top', 'holiday', 'cost', 'fly', 'direct', 'flight', 'firstly', 'cancelled', 'flight', 'month', 'departure', 'meaning', 'go', 'day', 'earlier', 'pay', 'extra', 'night', 'hotel', 'plane', 'old', 'cramped', 'making', 'difficult', 'get', 'walk', 'around', 'hour', 'flight', 'entertainment', 'system', 'pathetic', 'much', 'film', 'choice', 'random', 'selection', 'tv', 'programme', 'game', 'drink', 'service', 'lacking', 'food', 'awful', 'snack', 'offered', 'long', 'haul', 'flight', 'comfort', 'pack', 'toothbrushtoothpaste', 'etc', 'offering']",negative
"['san', 'francisco', 'london', 'wonderful', 'aeroplane', 'movie', 'selection', 'average', 'staff', 'polite', 'fist', 'time', 'used', 'call', 'button', 'midflight', 'response', 'fast', 'second', 'occasion', 'repeatedly', 'ignored', 'call', 'button', 'minute', 'dont', 'see', 'acceptable']",positive
"['sydney', 'singapore', 'british', 'airway', 'packed', 'like', 'sardine', 'tin', 'disappointment', 'airline', 'pack', 'even', 'getting', 'seat', 'debacle', 'due', 'cramped', 'nature', 'flight', 'configuration', 'awkwardly', 'stare', 'fellow', 'guest', 'sit', 'right', 'opposite', 'trying', 'lock', 'gaze', 'seat', 'close', 'aisle', 'time', 'felt', 'like', 'people', 'walking', 'get', 'past', 'narrow', 'passage', 'way', 'would', 'could', 'recommended', 'airline', 'seat', 'best', 'premium', 'economy']",positive
"['london', 'mauritius', 'fortunate', 'enough', 'flown', 'many', 'different', 'airline', 'including', 'low', 'cost', 'carrier', 'also', 'upper', 'class', 'cabin', 'premium', 'airline', 'without', 'shadow', 'doubt', 'whole', 'british', 'airway', 'experience', 'poorest', 'aeroplane', 'seat', 'general', 'service', 'experience', 'importantly', 'poor', 'customer', 'service', 'following', 'bad', 'flight', 'truly', 'feel', 'airline', 'deserves', 'go', 'bust', 'truly', 'disgraceful', 'approach', 'service', 'product', 'deliver', 'begrudge', 'flying', 'given', 'option', 'always', 'choose', 'different', 'airline']",neutral
"['los', 'angeles', 'amsterdam', 'via', 'london', 'due', 'delayed', 'take', 'risked', 'missing', 'connecting', 'flight', 'thanks', 'excellent', 'premium', 'host', 'service', 'julie', 'colleague', 'managed', 'time', 'thank', 'much']",positive
"['london', 'vancouver', 'used', 'fly', 'aircraft', 'route', 'many', 'year', 'longer', 'priced', 'competitively', 'flew', 'th', 'remarkably', 'bad', 'experience', 'food', 'service', 'poor', 'aspect', 'chicken', 'tandoori', 'far', 'spicy', 'palette', 'drink', 'offered', 'meal', 'astonishing', 'rather', 'tea', 'coffee', 'obviously', 'far', 'cheaper', 'offering', 'supplied', 'soon', 'dinner', 'tray', 'handed', 'ask', 'twice', 'beer', 'deliveredthis', 'put', 'sync', 'service', 'one', 'time', 'yes', 'one', 'time', 'offer', 'tea', 'coffee', 'obviously', 'missed', 'completely', 'service', 'good', 'warmth', 'hospitality', 'hr', 'flight', 'engagement', 'pretty', 'critical', 'hostesshost', 'seemed', 'interested', 'sitting', 'extra', 'legroom', 'seat', 'essentially', 'ignored', 'everyone', 'else', 'cold', 'snack', 'cold', 'tasteless', 'sandwich', 'prior', 'landing', 'entertainment', 'system', 'joke', 'old', 'become', 'accustomed', 'normalnewish', 'tv', 'screen', 'blown', 'away', 'system', 'still', 'place', 'screen', 'size', 'equivalent', 'phone', 'music', 'selection', 'worth', 'talking', 'used', 'ipad', 'similar', 'route', 'flown', 'air', 'canada', 'westjet', 'virgin', 'atlantic', 'air', 'transat', 'ba', 'far', 'worst', 'airline', 'budget', 'nature', 'offer', 'paid', 'meal', 'believe', 'mighty', 'ba', 'offer', 'terrible', 'product', 'spend', 'fly', 'better', 'actively', 'avoid', 'ba', 'long', 'haul']",positive
"['flight', 'departure', 'delayed', 'due', 'captain', 'described', 'announcement', 'mix', 'paperwork', 'disembarkation', 'delayed', 'due', 'also', 'described', 'mix', 'landing', 'bridge', 'allocation', 'plane', 'taxi', 'around', 'runway', 'gate', 'found', 'missed', 'connecting', 'flight', 'staff', 'purple', 'airport', 'supposed', 'help', 'passenger', 'find', 'connecting', 'flight', 'didnt', 'know', 'ended', 'shunted', 'onto', 'another', 'flight', 'resulting', 'four', 'hour', 'delay', 'inconvenience', 'due', 'ba', 'incompetent', 'management', 'seat', 'would', 'recline', 'food', 'carbohydrate', 'filigree', 'flight', 'attendant', 'rude', 'used', 'good', 'airline']",negative
"['london', 'heathrow', 'lisbon', 'mediocre', 'flight', 'smooth', 'arrived', 'time', 'cabin', 'service', 'left', 'great', 'deal', 'desired', 'staff', 'seemed', 'going', 'motion', 'bread', 'roll', 'offered', 'meal', 'service', 'despite', 'requesting', 'glass', 'wine', 'accompany', 'meal', 'forthcoming', 'staff', 'required', 'nudge', 'delivered', 'great', 'club', 'europe', 'experience']",positive
"['london', 'boston', 'comfortable', 'flight', 'economy', 'class', 'food', 'fairly', 'good', 'way', 'dinner', 'evening', 'flight', 'west', 'returning', 'night', 'flight', 'east', 'got', 'solid', 'sleep', 'flight', 'back']",positive
"['tirana', 'london', 'gatwick', 'fly', 'british', 'airway', 'around', 'six', 'time', 'month', 'thanks', 'work', 'almost', 'always', 'pleasant', 'experience', 'past', 'flight', 'definitely', 'outdid', 'others', 'boarded', 'departed', 'exactly', 'time', 'friendly', 'welcoming', 'crew', 'flight', 'fully', 'booked', 'travel', 'companion', 'lucky', 'one', 'sitting', 'row', 'could', 'empty', 'middle', 'seat', 'therefore', 'space', 'best', 'surprise', 'flight', 'far', 'availability', 'wifi', 'never', 'british', 'airway', 'flight', 'within', 'europe', 'fact', 'wifi', 'package', 'got', 'included', 'texting', 'unlimited', 'incredibly', 'fast', 'good', 'home', 'connection', 'truly', 'made', 'flight', 'enjoyable', 'allowed', 'continue', 'business', 'even', 'flight', 'extremely', 'valuable', 'something', 'british', 'airway', 'improve', 'would', 'leg', 'space', 'flight', 'noticed', 'particularly', 'tight', 'although', 'common', 'problem', 'cm', 'tall', 'also', 'unknown', 'reason', 'food', 'snack', 'served', 'hour', 'minute', 'flight', 'drink', 'slight', 'struggle', 'skipped', 'breakfast', 'managed', 'well', 'flight', 'however', 'arrived', 'ahead', 'schedule', 'deboarded', 'quickly', 'always', 'recommend', 'ba', 'continue']",positive
"['gatwick', 'st', 'lucia', 'great', 'service', 'flight', 'thank', 'much', 'cabin', 'great', 'cabin', 'crew', 'excellent', 'service']",positive
"['london', 'singapore', 'commend', 'ba', 'staff', 'occasion', 'friendly', 'welcoming', 'accommodating', 'passenger', 'throughout', 'flight', 'even', 'last', 'moment', 'laughing', 'joking', 'u', 'highly', 'professional', 'sensitive', 'need', 'despite', 'tiredness', 'thank', 'ba', 'making', 'long', 'journey', 'tolerable', 'one']",positive
"['london', 'san', 'francisco', 'return', 'economy', 'seat', 'small', 'outbound', 'bearable', 'empty', 'seat', 'two', 'u', 'returning', 'empty', 'seat', 'horrible', 'im', 'female', 'couldnt', 'lean', 'seat', 'front', 'collect', 'belonging', 'want', 'get', 'anything', 'bag', 'seat', 'front', 'need', 'major', 'maneuvering', 'touching', 'person', 'next', 'throughout', 'flight', 'unavoidable', 'flew', 'way', 'longer', 'air', 'vent', 'adjust', 'flight', 'got', 'stuffy', 'warm', 'ask', 'turn', 'ac', 'way', 'literally', 'sweating', 'economy', 'small', 'aircraft', 'mostly', 'made', 'business', 'class', 'asian', 'vegetarian', 'meal', 'good', 'usual', 'although', 'breakfast', 'terrible', 'asian', 'vegetarian', 'breakfast', 'economy', 'plus', 'much', 'better', 'find', 'alternative', 'airline', 'long', 'haul', 'flight', 'worth']",negative
"['gatwick', 'venice', 'flown', 'route', 'class', 'two', 'occasion', 'pleased', 'aspect', 'recent', 'trip', 'mobility', 'issue', 'check', 'operator', 'immediately', 'suggested', 'assistance', 'service', 'welcome', 'efficient', 'particularly', 'gate', 'distant', 'one', 'flight', 'departed', 'time', 'cabin', 'staff', 'pleasant', 'food', 'good', 'flight', 'information', 'flight', 'deck', 'good', 'landing', 'noticeably', 'smooth', 'return', 'journey', 'similarly', 'good', 'satisfied']",positive
"['bordeaux', 'gatwick', 'british', 'airway', 'cancelled', 'september', 'flight', 'due', 'pilot', 'strike', 'advance', 'notice', 'made', 'alternative', 'travel', 'arrangement', 'confirmed', 'wanted', 'cancel', 'end', 'order', 'receive', 'refund', 'received', 'confirmation', 'ba', 'august', 'ba', 'refunded', 'fare', 'soon', 'enough', 'still', 'awaiting', 'refund', 'euro', 'cost', 'baggage', 'paid', 'six', 'week', 'later', 'lodged', 'complaint', 'th', 'october', 'action', 'lodged', 'another', 'complaint', 'th', 'october', 'still', 'action', 'cancelled', 'flight', 'wont', 'refund', 'money', 'call', 'customer', 'service']",negative
"['seychelles', 'london', 'day', 'time', 'flight', 'back', 'london', 'staff', 'welcoming', 'greeted', 'entry', 'aircraft', 'shown', 'seat', 'jk', 'best', 'seat', 'couple', 'book', 'away', 'toilet', 'front', 'cabin', 'window', 'k', 'seat', 'direct', 'access', 'aisle', 'ontime', 'departure', 'swift', 'meal', 'service', 'nothing', 'trouble', 'flight', 'full', 'easy', 'access', 'club', 'kitchen', 'meal', 'service', 'great', 'entertainment', 'found', 'flight', 'great', 'love', 'inbound', 'day', 'time', 'flight', 'london', 'easiest', 'travel', 'seat', 'screen', 'worked', 'great', 'problem', 'loved', 'every', 'minute', 'flight', 'big', 'thank', 'staff', 'fantastic', 'looking', 'forward', 'next', 'flight', 'rio', 'december']",positive
"['london', 'belfast', 'british', 'airway', 'bullied', 'parent', 'spoilt', 'special', 'occasion', 'booked', 'parent', 'ba', 'attend', 'investiture', 'palace', 'mother', 'heart', 'attack', 'month', 'ago', 'first', 'flight', 'post', 'recovery', 'chosen', 'ba', 'expecting', 'best', 'level', 'service', 'instead', 'treated', 'appallingly', 'felt', 'bullied', 'airline', 'staff', 'mother', 'suffers', 'claustrophobia', 'always', 'request', 'aisle', 'seat', 'booked', 'parent', 'aisle', 'seat', 'side', 'side', 'printed', 'boarding', 'pass', 'seat', 'c', 'arrival', 'checkin', 'one', 'boarding', 'pass', 'recognised', 'scanner', 'assistance', 'printed', 'new', 'one', 'going', 'security', 'boarding', 'pas', 'recognised', 'new', 'pas', 'printed', 'parent', 'arrived', 'gate', 'noticed', 'one', 'seat', 'changed', 'father', 'explained', 'situation', 'rep', 'checkin', 'started', 'quoting', 'geneva', 'convention', 'ba', 'contracted', 'get', 'b', 'could', 'change', 'seat', 'wanted', 'waiting', 'gate', 'try', 'resolve', 'situation', 'eventually', 'minute', 'airborne', 'rushed', 'aircraft', 'forced', 'sit', 'apart', 'care', 'welfare', 'circumstance', 'stage', 'receive', 'apologetic', 'word', 'someone', 'recovering', 'heart', 'attack', 'unnecessary', 'stressful', 'event', 'spoilt', 'special', 'family', 'occasion', 'holding', 'hope', 'ba', 'slide', 'grace', 'halt', 'seem', 'constantly', 'disappointed', 'await', 'ba', 'response', 'parent', 'know', 'fly', 'carrier', 'handing', 'back', 'ba', 'amex', 'point', 'appropriate', 'apology', 'issued', 'update', 'summary', 'dont', 'trust', 'ba', 'loved', 'one', 'care']",negative
